Timestamp,Service ID,Average Availability (%),Average Response Time (ms)
12/22/2024 18:04,ORDERING-SERVICE,0,0
12/22/2024 18:05,ORDERING-SERVICE,100,566.6346259
12/22/2024 18:06,ORDERING-SERVICE,100,764.1841829
12/22/2024 18:06,ORDERING-SERVICE,100,489.9950159
12/22/2024 18:07,ORDERING-SERVICE,100,591.9340182
12/22/2024 18:08,ORDERING-SERVICE,100,774.3095191
12/22/2024 18:08,ORDERING-SERVICE,100,488.487053
12/22/2024 18:11,ORDERING-SERVICE,100,652.7077338
12/22/2024 18:12,ORDERING-SERVICE,100,777.9772257
12/22/2024 18:12,ORDERING-SERVICE,100,474.2880828
12/22/2024 18:13,ORDERING-SERVICE,100,601.6057612
12/22/2024 18:14,ORDERING-SERVICE,100,670.1468527
12/22/2024 18:14,ORDERING-SERVICE,100,489.8104006
12/22/2024 18:15,ORDERING-SERVICE,100,590.1776739
12/22/2024 18:16,ORDERING-SERVICE,100,704.7076617
12/22/2024 18:16,ORDERING-SERVICE,100,481.4327414
12/22/2024 18:18,ORDERING-SERVICE,100,576.8417706
12/22/2024 18:19,ORDERING-SERVICE,100,549.7978967
12/22/2024 18:20,ORDERING-SERVICE,100,672.7167701
12/22/2024 18:20,ORDERING-SERVICE,100,489.2923734
12/22/2024 18:21,ORDERING-SERVICE,100,557.2740029
12/22/2024 18:22,ORDERING-SERVICE,100,702.0427529
12/22/2024 19:58,ORDERING-SERVICE,50,224.8598724
12/22/2024 19:59,ORDERING-SERVICE,50,77.11324753
12/22/2024 20:00,ORDERING-SERVICE,33.33333333,60.74589333
12/22/2024 20:01,ORDERING-SERVICE,100,440.7383569
12/22/2024 20:01,ORDERING-SERVICE,100,244.9036168
12/22/2024 20:02,ORDERING-SERVICE,100,593.4167993
12/22/2024 20:03,ORDERING-SERVICE,100,759.3133926
12/22/2024 20:03,ORDERING-SERVICE,100,496.8994488
12/22/2024 20:04,ORDERING-SERVICE,100,610.2565284
12/22/2024 20:05,ORDERING-SERVICE,100,734.1895572
12/22/2024 20:05,ORDERING-SERVICE,100,499.9944354
12/22/2024 20:06,ORDERING-SERVICE,100,666.6515216
12/22/2024 20:07,ORDERING-SERVICE,100,752.5216791
12/22/2024 20:07,ORDERING-SERVICE,100,497.9026838
12/22/2024 20:08,ORDERING-SERVICE,100,682.065058
12/22/2024 20:09,ORDERING-SERVICE,100,653.0289588
12/22/2024 20:09,ORDERING-SERVICE,100,500.816886
12/22/2024 20:10,ORDERING-SERVICE,100,780.3536411
12/22/2024 20:11,ORDERING-SERVICE,100,615.2958503
